Description,Category,Sub_Category
IMPS I/W  271115 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 281115 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 281115 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN & CHGABCK  2,Transfers_Internal_Movement,External_Transfer
IMPS O/W 291115 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 291115 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 30112015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 30112015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 30112015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 30112015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 30112015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 30112015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 301115 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 301115 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 301115 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 01122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 01122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 01122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 01122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 01122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 01122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 011215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 011215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 02122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 02122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 02122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 02122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 02122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 02122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 02122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 02122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN 02122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 03122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 03122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 03122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 03122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 03122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 03122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  031215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W  031215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN & CHGBACK,Transfers_Internal_Movement,External_Transfer
IMPS OW 04122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 04122015 2C,Transfers_Internal_Movement,External_Transfer
NEFT/BKIDN15338970118/VAS,Transfers_Internal_Movement,External_Transfer
IMPS OW 04122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 04122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 04122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 04122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  041215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W  041215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 05122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 05122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 05122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 05122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW RET 05122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 061215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 061215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 07122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 07122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW  071215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW  071215 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 071215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 071215 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 07122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS 0W 07122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW / IW RET 071215,Transfers_Internal_Movement,External_Transfer
IMPS OW 08122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 08122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 08122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 08122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 081215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 081215 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 081215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 081215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW / OW RET 081215 1,Transfers_Internal_Movement,External_Transfer
IMPS OW 091215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 091215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 091215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 091215 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  091215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W  091215 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 09122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW  091215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW / OW RTN 091215,Transfers_Internal_Movement,External_Transfer
IMPS OW 10122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 10122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 10122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 10122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 101215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 101215 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 101215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 101215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW / OW RTN 101215 1,Transfers_Internal_Movement,External_Transfer
IMPS OW 11122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 11122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 111215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 111215 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 111215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 111215 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 11122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 11122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW RTN 11122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 121215 1C Mayur Joshi,Transfers_Internal_Movement,External_Transfer
IMPS IW 121215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 13122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 13122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 141215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 141215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 141215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 141215 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 141215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 141215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  141215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W  141215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN 141215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 15122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15122015 2C,Transfers_Internal_Movement,External_Transfer
NEFT/CBINH15349195808/FIX,Transfers_Internal_Movement,External_Transfer
IMPS OW 15122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 15122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 151215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 151215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 151215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 161215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 161215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 161215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 161215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 161215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 161215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 161215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 161215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 171215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 171215 2C,Transfers_Internal_Movement,External_Transfer
NEFT/SAA58812609/UCO BANK,Transfers_Internal_Movement,External_Transfer
IMPS OW 171215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 171215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 171215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 171215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 171215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 171215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN & CHGBACK 17,Transfers_Internal_Movement,External_Transfer
IMPS OW 18122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 18122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 18122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 18122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 18122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 18122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 181215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 181215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 191215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 191215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 191215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 191215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 191215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 191215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 191215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 191215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 191215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 201215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 201215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 201215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 21122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 21122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 21122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 21122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 21122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 21122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 211215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 211215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW / OW RTN 211215 1,Transfers_Internal_Movement,External_Transfer
IMPS OW 221215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 221215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 221215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 221215 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 221215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 221215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 221215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 221215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 23122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 23122015 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 23122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 23122015 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 23122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 23122015 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 231215  1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 231215  1C,Transfers_Internal_Movement,External_Transfer
IMPS IW / OW RET 231215,Transfers_Internal_Movement,External_Transfer
IMPS OW 241215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 241215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 241215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 241215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 241215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 241215 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 241215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 241215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW/OW RTNS 241215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 251215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 251215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 261215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 261215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW / OW RTN 261215 1,Transfers_Internal_Movement,External_Transfer
IMPS OW 271215 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 271215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 281215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 281215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 281215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 281215 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 281215 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 281215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 281215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 281215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 291215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 291215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 291215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 291215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 291215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 291215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 291215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 291215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 291215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 301215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 301215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 301215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 301215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 301215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 301215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 301215 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 301215 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 301215 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 311215 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 311215 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 311215 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 311215 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 311215 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 311215 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  31122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W  31122015 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN & CHGBACK 31,Transfers_Internal_Movement,External_Transfer
IMPS OW 01012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 01012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 01012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 01012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 01012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 010116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 010116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN / IW RTN & C,Transfers_Internal_Movement,External_Transfer
IMPS OW 02012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 02012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 02012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 02012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 02012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 02012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 030116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 030116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 030116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 020116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 020116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN & CHGBACK 0,Transfers_Internal_Movement,External_Transfer
IMPS OW 04012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 04012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 04012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 04012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 04012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 04012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 05012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 040116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 040116 1C,Transfers_Internal_Movement,External_Transfer
IMPS PENALTY RECD FOR TCC,Transfers_Internal_Movement,External_Transfer
IMPS OW 05012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 05012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 05012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 050116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 050116 1C,Transfers_Internal_Movement,External_Transfer
IMPS FUNDS RECD AGAINST,Transfers_Internal_Movement,External_Transfer
IMPS OW 06012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 06012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 06012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 06012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 06012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 06012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 06012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 06012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW/OW RTN 06012016 1,Transfers_Internal_Movement,External_Transfer
IMPS OW 07012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 07012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 07012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 07012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 07012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 07012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 07012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 07012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW RET 07012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS PENALTY 07012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 08012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 08012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 08012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 08012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW RET 08012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS PENALTY 08012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 09012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 09012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 10012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 10012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 11012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 11012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 11012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 11012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 11012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 11012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 110116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 110116 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 12012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 12012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 12012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 12012016 3C,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF16012085591/Indfor,Transfers_Internal_Movement,External_Transfer
IMPS OW 12012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 12012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 120116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 120116 1C,Transfers_Internal_Movement,External_Transfer
IMPS PENALTY RECD AGAINST,Transfers_Internal_Movement,External_Transfer
IMPS OW 13012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 13012016 2C,Transfers_Internal_Movement,External_Transfer
NEFT/AXIC160139412834/Indfor,Transfers_Internal_Movement,External_Transfer
IMPS OW 13012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 13012016 3C,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL385853833/Indiaforensic,Transfers_Internal_Movement,External_Transfer
IMPS OW 13012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 13012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 130116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 130116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN 130116 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 14012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 14012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 14012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 14012016 3C,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL385853910/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL385853912/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL385853913/Indiaforensic,Transfers_Internal_Movement,External_Transfer
IMPS OW 14012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 14012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 140116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 140116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN  140116 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 15012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 15012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 15012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 15012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 15012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW RETN 150116 1C,Transfers_Internal_Movement,External_Transfer
IMPS PENALTY RECD 150116,Transfers_Internal_Movement,External_Transfer
IMPS OW 16012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 16012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 16012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 16012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 16012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 16012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  160116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W  160116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W  RTN  160116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 170116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 170116 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 18012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 18012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 18012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 18012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 18012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 18012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 180116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 180116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN  180116 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 19012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 19012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 19012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 19012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 19012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 19012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 190116 1C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 190116 1C,Transfers_Internal_Movement,External_Transfer
IMPS O/W RTN 190116 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 20012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 20012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS OW 20012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS IW 20012016 3C,Transfers_Internal_Movement,External_Transfer
IMPS OW 20012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS IW 20012016 4C,Transfers_Internal_Movement,External_Transfer
IMPS OW 20012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS IW 20012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW RTN 20012016 1C,Transfers_Internal_Movement,External_Transfer
IMPS OW 21012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS IW 21012016 2C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 210116 3C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 210116 3C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 210116 4C,Transfers_Internal_Movement,External_Transfer
IMPS I/W 210116 4C,Transfers_Internal_Movement,External_Transfer
IMPS O/W 210116 1C,Transfers_Internal_Movement,External_Transfer
